ID,TransactionDate,CustomerName,Amount,Status,Region
TXN-099722,2024-12-11,Jane Smith,334.6,Cancelled,South
TXN-092110,2024-12-21,John Doe,173.12,Completed,South
TXN-131241,2024-12-30,Elena Rodriguez,195.55,Pending,North
TXN-200593,2024-12-05,Alice Brown,313.91,Pending,East
TXN-199933,2024-12-03,John Doe,70.07,Cancelled,West
TXN-001286,2024-12-20,Bob Johnson,470.75,Cancelled,West
TXN-019757,2024-12-11,John Doe,325.33,Completed,North
TXN-077699,2024-12-03,Alice Brown,421.75,Completed,North
TXN-039706,2024-12-28,Charlie Davis,91.68,Cancelled,East
TXN-014931,2024-12-14,Jane Smith,35.94,Cancelled,East
TXN-209618,2024-12-06,Charlie Davis,270.77,Completed,East
TXN-045207,2024-12-29,John Doe,347.03,Completed,West
TXN-025914,2024-12-14,Sam Wilson,335.17,Pending,West
TXN-136559,2024-12-24,Sam Wilson,170.95,Pending,North
TXN-152027,2024-12-20,Elena Rodriguez,249.91,Pending,South
TXN-164625,2024-12-16,Bob Johnson,79.68,Pending,North
TXN-011817,2024-12-21,John Doe,467.81,Cancelled,North
TXN-105258,2024-12-06,Jane Smith,397.58,Pending,East
TXN-181410,2024-12-27,Jane Smith,80.65,Pending,North
TXN-115408,2024-12-19,John Doe,194.53,Completed,East
TXN-151993,2024-12-18,Charlie Davis,52.56,Completed,North
TXN-045933,2024-12-24,Charlie Davis,299.66,Completed,North
TXN-207841,2024-12-21,Elena Rodriguez,322.82,Pending,East
TXN-105422,2024-12-04,Jane Smith,494.57,Pending,West
TXN-008401,2024-12-14,Charlie Davis,224.5,Pending,West
TXN-129228,2024-12-06,Jane Smith,409.7,Cancelled,West
TXN-201063,2024-12-02,Bob Johnson,77.16,Pending,East
TXN-179834,2024-12-27,Elena Rodriguez,34.87,Pending,West
TXN-023748,2024-12-26,Charlie Davis,260.16,Completed,West
TXN-083336,2024-12-27,Bob Johnson,384.92,Cancelled,North
TXN-116917,2024-12-18,John Doe,378.21,Pending,South
TXN-079882,2024-12-24,John Doe,227.36,Completed,South
TXN-079871,2024-12-12,John Doe,333.65,Completed,South
TXN-153410,2024-12-15,Elena Rodriguez,440.81,Cancelled,South
TXN-125681,2024-12-03,Bob Johnson,152.56,Completed,East
TXN-183804,2024-12-15,Bob Johnson,54.64,Completed,North
TXN-096629,2024-12-09,Charlie Davis,471.05,Cancelled,North
TXN-149397,2024-12-03,Alice Brown,287.07,Completed,North
TXN-056203,2024-12-10,Bob Johnson,453.29,Completed,South
TXN-126250,2024-12-07,Jane Smith,17.3,Completed,South
TXN-189581,2024-12-31,Sam Wilson,253.59,Cancelled,South
TXN-034436,2024-12-24,Bob Johnson,100.35,Completed,South
TXN-135904,2024-12-31,Elena Rodriguez,192.8,Cancelled,East
TXN-206087,2024-12-25,Charlie Davis,84.42,Pending,South
TXN-046809,2024-12-05,Sam Wilson,195.73,Cancelled,South
TXN-091211,2024-12-05,Charlie Davis,416.59,Completed,North
TXN-102995,2024-12-26,Elena Rodriguez,111.12,Pending,South
TXN-026512,2024-12-01,Elena Rodriguez,454.74,Completed,West
TXN-205217,2024-12-04,Alice Brown,90.73,Pending,South
TXN-011740,2024-12-31,Bob Johnson,181.77,Completed,South
TXN-106722,2024-12-06,Alice Brown,156.49,Completed,East
TXN-037094,2024-12-11,Bob Johnson,280.36,Completed,North
TXN-064609,2024-12-22,Elena Rodriguez,245.42,Completed,West
TXN-076038,2024-12-20,Jane Smith,395.22,Completed,South
TXN-197481,2024-12-25,Alice Brown,466.72,Completed,South
TXN-158218,2024-12-04,Bob Johnson,66.63,Pending,West
TXN-126190,2024-12-03,Charlie Davis,195.49,Cancelled,North
TXN-142894,2024-12-01,Alice Brown,490.72,Completed,North
TXN-174013,2024-12-08,Alice Brown,163.81,Cancelled,West
TXN-150196,2024-12-21,Alice Brown,476.64,Completed,West
TXN-030714,2024-12-22,Charlie Davis,170.88,Completed,West
TXN-075355,2024-12-14,Charlie Davis,134.41,Cancelled,East
TXN-166110,2024-12-04,Jane Smith,221.44,Pending,South
TXN-187541,2024-12-14,Bob Johnson,431.27,Completed,North
TXN-126677,2024-12-07,Jane Smith,279.59,Completed,South
TXN-141670,2024-12-26,Elena Rodriguez,325.49,Pending,West
TXN-193075,2024-12-25,Alice Brown,276.72,Pending,East
TXN-115990,2024-12-11,Charlie Davis,99.67,Completed,North
TXN-000021,2024-12-09,Bob Johnson,284.21,Pending,South
TXN-074537,2024-12-03,Elena Rodriguez,272.57,Cancelled,South
TXN-123767,2024-12-25,Bob Johnson,357.83,Completed,West
TXN-095901,2024-12-26,Bob Johnson,54.78,Completed,East
TXN-088019,2024-12-24,Elena Rodriguez,413.46,Pending,North
TXN-094503,2024-12-18,Jane Smith,299.88,Pending,East
TXN-088093,2024-12-31,Elena Rodriguez,436.76,Pending,West
TXN-202049,2024-12-28,Bob Johnson,46.95,Completed,West
TXN-105844,2024-12-04,Bob Johnson,182.66,Completed,South
TXN-183700,2024-12-11,Sam Wilson,55.43,Cancelled,West
TXN-023365,2024-12-24,John Doe,162.13,Completed,North
TXN-152730,2024-12-25,Charlie Davis,63.37,Pending,West
TXN-203436,2024-12-04,Alice Brown,208.56,Pending,West
TXN-146352,2024-12-21,Alice Brown,291.73,Completed,South
TXN-156109,2024-12-30,Alice Brown,298.95,Pending,West
TXN-190791,2024-12-06,Bob Johnson,213.87,Pending,West
TXN-062326,2024-12-23,Charlie Davis,55.99,Pending,West
TXN-104713,2024-12-28,Alice Brown,251.77,Cancelled,East
TXN-007425,2024-12-06,Sam Wilson,375.86,Pending,North
TXN-020133,2024-12-09,Bob Johnson,424.27,Cancelled,South
TXN-184961,2024-12-20,Charlie Davis,140.65,Cancelled,East
TXN-033653,2024-12-11,John Doe,423.25,Completed,West
TXN-184382,2024-12-22,Sam Wilson,115.71,Pending,East
TXN-205646,2024-12-12,Elena Rodriguez,425.32,Cancelled,North
TXN-138791,2024-12-24,Charlie Davis,142.91,Pending,East
TXN-014041,2024-12-31,Jane Smith,360.6,Completed,West
TXN-030395,2024-12-20,Elena Rodriguez,309.54,Completed,West
TXN-120824,2024-12-26,Alice Brown,101.41,Cancelled,West
TXN-151190,2024-12-12,Bob Johnson,202.28,Cancelled,West
TXN-085771,2024-12-03,Elena Rodriguez,45.25,Cancelled,North
TXN-174074,2024-12-22,Bob Johnson,204.13,Pending,South
TXN-081292,2024-12-13,Elena Rodriguez,464.32,Pending,East
TXN-198111,2024-12-02,John Doe,304.94,Completed,South
TXN-000322,2024-12-01,Alice Brown,133.29,Pending,North
TXN-019917,2024-12-18,Alice Brown,229.24,Pending,East
TXN-182784,2024-12-18,Charlie Davis,417.78,Pending,East
TXN-099534,2024-12-14,Bob Johnson,73.67,Completed,South
TXN-028719,2024-12-10,John Doe,438.51,Completed,West
TXN-010202,2024-12-22,Jane Smith,221.89,Cancelled,East
TXN-198879,2024-12-08,Jane Smith,446.02,Cancelled,East
TXN-132118,2024-12-10,John Doe,419.14,Completed,East
TXN-164291,2024-12-20,Bob Johnson,334.29,Pending,North
TXN-078808,2024-12-02,John Doe,265.38,Pending,South
TXN-052306,2024-12-14,John Doe,224.99,Cancelled,South
TXN-045752,2024-12-19,Sam Wilson,487.55,Completed,East
TXN-127646,2024-12-21,Bob Johnson,24.21,Pending,West
TXN-144149,2024-12-13,Jane Smith,145.72,Completed,West
TXN-057632,2024-12-16,Bob Johnson,443.24,Completed,North
TXN-207876,2024-12-08,Bob Johnson,426.98,Pending,North
TXN-191116,2024-12-16,Elena Rodriguez,397.11,Cancelled,West
TXN-080398,2024-12-23,John Doe,119.87,Completed,East
TXN-119857,2024-12-17,Sam Wilson,464.64,Pending,South
TXN-189857,2024-12-15,Charlie Davis,41.6,Cancelled,East
TXN-134123,2024-12-20,Charlie Davis,149.35,Completed,South
TXN-059526,2024-12-28,Sam Wilson,299.48,Cancelled,East
TXN-203116,2024-12-17,Elena Rodriguez,385.12,Pending,West
TXN-138455,2024-12-22,John Doe,52.42,Completed,South
TXN-163274,2024-12-30,John Doe,130.44,Completed,East
TXN-105951,2024-12-31,Bob Johnson,474.43,Pending,East
TXN-081015,2024-12-21,Charlie Davis,264.24,Cancelled,North
TXN-016403,2024-12-28,Bob Johnson,56.38,Pending,East
TXN-049571,2024-12-14,Sam Wilson,454.88,Completed,East
TXN-046947,2024-12-27,Jane Smith,208.22,Pending,West
TXN-076076,2024-12-13,Sam Wilson,321.84,Cancelled,West
TXN-175143,2024-12-18,John Doe,291.47,Cancelled,East
TXN-141960,2024-12-23,Elena Rodriguez,166.37,Pending,West
TXN-119067,2024-12-03,Bob Johnson,257.45,Cancelled,North
TXN-154612,2024-12-25,Jane Smith,156.46,Pending,West
TXN-141234,2024-12-27,Elena Rodriguez,203.36,Completed,South
TXN-135744,2024-12-12,Elena Rodriguez,417.6,Pending,East
TXN-183949,2024-12-05,Elena Rodriguez,172.33,Cancelled,East
TXN-139148,2024-12-26,Charlie Davis,93.3,Pending,East
TXN-020001,2024-12-03,Charlie Davis,446.96,Cancelled,West
TXN-170594,2024-12-08,John Doe,290.63,Completed,East
TXN-205130,2024-12-01,Alice Brown,424.34,Cancelled,West
TXN-167430,2024-12-19,John Doe,422.11,Pending,West
TXN-192667,2024-12-11,Elena Rodriguez,76.67,Pending,West
TXN-012583,2024-12-30,Charlie Davis,168.98,Completed,North
TXN-101842,2024-12-27,John Doe,65.74,Pending,West
TXN-088226,2024-12-26,Jane Smith,405.78,Pending,East
TXN-207518,2024-12-09,Jane Smith,152.19,Completed,North
TXN-149388,2024-12-04,Alice Brown,445.02,Completed,East
TXN-145242,2024-12-25,John Doe,283.36,Pending,South
TXN-201039,2024-12-06,Elena Rodriguez,432.47,Cancelled,East
TXN-176079,2024-12-08,Charlie Davis,195.47,Completed,East
TXN-099161,2024-12-21,John Doe,81.46,Pending,South
TXN-059733,2024-12-18,Alice Brown,384.36,Pending,North
TXN-125239,2024-12-07,John Doe,147.18,Completed,East
TXN-144011,2024-12-24,Bob Johnson,346.3,Cancelled,South
TXN-107317,2024-12-23,John Doe,81.35,Cancelled,South
TXN-038366,2024-12-23,Jane Smith,103.54,Pending,West
TXN-008939,2024-12-10,Alice Brown,403.76,Cancelled,South
TXN-030700,2024-12-06,Charlie Davis,149.19,Completed,South
TXN-182157,2024-12-22,Charlie Davis,14.95,Pending,South
TXN-126571,2024-12-12,Charlie Davis,118.65,Completed,South
TXN-145314,2024-12-10,Bob Johnson,52.93,Cancelled,South
TXN-159832,2024-12-13,Sam Wilson,128.2,Pending,East
TXN-194526,2024-12-07,Charlie Davis,420.03,Cancelled,West
TXN-061274,2024-12-04,Jane Smith,60.25,Pending,South
TXN-091961,2024-12-04,John Doe,178.64,Completed,North
TXN-166223,2024-12-28,Charlie Davis,318.78,Completed,North
TXN-089176,2024-12-28,John Doe,56.22,Completed,South
TXN-173622,2024-12-23,Bob Johnson,94.54,Completed,East
TXN-064610,2024-12-28,Charlie Davis,314.4,Cancelled,West
TXN-165943,2024-12-15,Jane Smith,82.29,Completed,South
TXN-157694,2024-12-23,Charlie Davis,479.28,Cancelled,East
TXN-006405,2024-12-21,Bob Johnson,486.2,Pending,West
TXN-162986,2024-12-10,John Doe,109.23,Pending,South
TXN-048800,2024-12-14,John Doe,419.12,Pending,North
TXN-089690,2024-12-28,Bob Johnson,195.35,Completed,East
TXN-028967,2024-12-25,Sam Wilson,229.01,Pending,North
TXN-199332,2024-12-20,Elena Rodriguez,463.22,Completed,North
TXN-016208,2024-12-02,Elena Rodriguez,323.05,Completed,East
TXN-120035,2024-12-27,Jane Smith,470.13,Cancelled,South
TXN-076560,2024-12-22,Bob Johnson,317.9,Cancelled,North
TXN-078676,2024-12-22,John Doe,45.72,Completed,West
TXN-097007,2024-12-25,Bob Johnson,193.83,Completed,South
TXN-047425,2024-12-02,Sam Wilson,365.14,Completed,East
TXN-011666,2024-12-19,Alice Brown,164.06,Completed,West
TXN-073371,2024-12-04,Elena Rodriguez,343.44,Completed,South
TXN-074444,2024-12-04,Sam Wilson,56.28,Completed,North
TXN-066588,2024-12-25,Sam Wilson,359.52,Pending,North
TXN-175284,2024-12-01,Sam Wilson,54.52,Cancelled,North
TXN-084662,2024-12-30,Alice Brown,365.12,Completed,North
TXN-034874,2024-12-04,Bob Johnson,313.7,Completed,South
TXN-143797,2024-12-19,Alice Brown,159.17,Cancelled,North
TXN-147975,2024-12-09,Elena Rodriguez,121.96,Cancelled,West
TXN-067143,2024-12-30,Elena Rodriguez,62.38,Pending,North
TXN-039440,2024-12-23,Sam Wilson,267.42,Completed,South
TXN-177968,2024-12-15,Jane Smith,331.44,Completed,South
TXN-196230,2024-12-08,Elena Rodriguez,49.26,Completed,East
TXN-019695,2024-12-22,Alice Brown,11.3,Pending,North
TXN-097510,2024-12-18,Jane Smith,457.56,Pending,North
TXN-055723,2024-12-01,John Doe,161.46,Completed,East
TXN-131673,2024-12-30,Bob Johnson,184.61,Pending,South
TXN-011527,2024-12-31,Bob Johnson,275.42,Completed,North
TXN-079194,2024-12-03,John Doe,296.86,Pending,South
TXN-081147,2024-12-21,Jane Smith,365.48,Pending,West
TXN-209371,2024-12-22,Elena Rodriguez,55.58,Cancelled,South
TXN-189978,2024-12-20,Sam Wilson,345.31,Pending,South
TXN-083941,2024-12-15,Alice Brown,430.07,Cancelled,East
TXN-058275,2024-12-21,Jane Smith,137.71,Pending,East
TXN-115446,2024-12-03,John Doe,60.57,Pending,East
TXN-049435,2024-12-21,Elena Rodriguez,334.14,Pending,South
TXN-112832,2024-12-26,Elena Rodriguez,439.8,Completed,South
TXN-020769,2024-12-11,Charlie Davis,359.44,Completed,East
TXN-156937,2024-12-12,Charlie Davis,295.5,Cancelled,North
