ID,TransactionDate,CustomerName,Amount,Status,Region
TXN-019156,2024-12-06,Bob Johnson,104.44,Cancelled,South
TXN-199875,2024-12-26,Elena Rodriguez,178.16,Completed,North
TXN-013936,2024-12-09,Bob Johnson,182.31,Cancelled,East
TXN-044075,2024-12-08,Sam Wilson,223.5,Completed,South
TXN-022776,2024-12-10,Jane Smith,64.52,Cancelled,South
TXN-033100,2024-12-21,Jane Smith,237.07,Completed,West
TXN-183653,2024-12-29,Charlie Davis,309.78,Cancelled,South
TXN-188903,2024-12-02,Elena Rodriguez,23.75,Pending,West
TXN-066860,2024-12-31,Charlie Davis,108.09,Pending,North
TXN-087369,2024-12-01,Alice Brown,234.02,Pending,West
TXN-074166,2024-12-26,Jane Smith,441.92,Pending,North
TXN-091698,2024-12-13,Alice Brown,20.93,Cancelled,South
TXN-124016,2024-12-28,Elena Rodriguez,469.24,Pending,East
TXN-173748,2024-12-22,Charlie Davis,77.96,Pending,East
TXN-177719,2024-12-08,Charlie Davis,182.08,Pending,South
TXN-054596,2024-12-22,Charlie Davis,216.6,Pending,South
TXN-028927,2024-12-28,Elena Rodriguez,237.66,Cancelled,South
TXN-156996,2024-12-26,Charlie Davis,189.12,Cancelled,East
TXN-000145,2024-12-24,Bob Johnson,226.6,Cancelled,South
TXN-017018,2024-12-04,Jane Smith,447.2,Pending,North
TXN-167048,2024-12-23,Elena Rodriguez,227.1,Cancelled,West
TXN-041480,2024-12-27,Alice Brown,30.84,Cancelled,East
TXN-010515,2024-12-12,John Doe,364.99,Pending,East
TXN-140624,2024-12-25,Jane Smith,467.14,Pending,West
TXN-185392,2024-12-02,Sam Wilson,156.04,Completed,West
TXN-009682,2024-12-27,Elena Rodriguez,244.1,Cancelled,South
TXN-198342,2024-12-22,Bob Johnson,443.82,Completed,West
TXN-081411,2024-12-11,Jane Smith,64.62,Cancelled,South
TXN-202305,2024-12-11,John Doe,143.49,Cancelled,West
TXN-095547,2024-12-21,Jane Smith,167.94,Cancelled,East
TXN-193568,2024-12-02,Bob Johnson,84.93,Cancelled,South
TXN-115643,2024-12-06,Charlie Davis,411.98,Completed,North
TXN-189109,2024-12-14,Alice Brown,454.36,Cancelled,South
TXN-171605,2024-12-27,Jane Smith,434.93,Pending,North
TXN-048503,2024-12-02,Alice Brown,400.29,Cancelled,West
TXN-031347,2024-12-19,Sam Wilson,169.8,Pending,North
TXN-004860,2024-12-23,Jane Smith,93.36,Pending,East
TXN-047906,2024-12-23,Bob Johnson,97.67,Completed,North
TXN-015787,2024-12-29,John Doe,112.02,Completed,East
TXN-071398,2024-12-05,Bob Johnson,473.65,Pending,North
TXN-048741,2024-12-11,Alice Brown,124.45,Pending,West
TXN-008385,2024-12-08,John Doe,460.68,Completed,North
TXN-050843,2024-12-24,Charlie Davis,260.78,Completed,North
TXN-042041,2024-12-17,Charlie Davis,51.16,Pending,West
TXN-196784,2024-12-29,Charlie Davis,327.42,Pending,West
TXN-202094,2024-12-07,John Doe,474.59,Completed,East
TXN-114099,2024-12-22,Sam Wilson,169.9,Pending,North
TXN-164417,2024-12-01,John Doe,358.97,Pending,East
TXN-038063,2024-12-25,Alice Brown,171.48,Pending,West
TXN-200292,2024-12-06,Sam Wilson,446.58,Completed,West
TXN-034203,2024-12-17,Bob Johnson,37.76,Cancelled,South
TXN-069610,2024-12-26,John Doe,26.03,Completed,East
TXN-066380,2024-12-23,Jane Smith,379.77,Cancelled,East
TXN-113255,2024-12-17,Bob Johnson,154.12,Pending,West
TXN-171851,2024-12-28,Elena Rodriguez,492.04,Completed,North
TXN-123547,2024-12-27,John Doe,88.17,Pending,West
TXN-167923,2024-12-13,John Doe,230.22,Completed,West
TXN-124406,2024-12-24,Jane Smith,254.46,Pending,West
TXN-149178,2024-12-12,John Doe,18.29,Completed,North
TXN-043380,2024-12-31,John Doe,371.44,Cancelled,South
TXN-151660,2024-12-10,Bob Johnson,106.51,Completed,East
TXN-007711,2024-12-23,Alice Brown,46.74,Completed,South
TXN-030533,2024-12-24,Elena Rodriguez,304.04,Cancelled,West
TXN-127908,2024-12-06,Alice Brown,482.65,Completed,West
TXN-208552,2024-12-15,Alice Brown,233.18,Pending,North
TXN-071703,2024-12-06,Elena Rodriguez,213.13,Pending,East
TXN-002001,2024-12-02,Jane Smith,66.06,Cancelled,South
TXN-015485,2024-12-04,John Doe,186.4,Completed,East
TXN-082094,2024-12-11,Elena Rodriguez,225.66,Cancelled,East
TXN-015672,2024-12-14,Bob Johnson,334.19,Pending,North
TXN-125768,2024-12-23,John Doe,433.75,Cancelled,West
TXN-080241,2024-12-29,Sam Wilson,142.69,Cancelled,West
TXN-151007,2024-12-10,Bob Johnson,137.38,Pending,South
TXN-006939,2024-12-19,Charlie Davis,35.47,Pending,West
TXN-124039,2024-12-01,Jane Smith,184.03,Cancelled,South
TXN-042627,2024-12-13,John Doe,115.82,Completed,South
TXN-181760,2024-12-03,John Doe,488.42,Pending,West
TXN-042329,2024-12-19,Bob Johnson,75.49,Completed,West
TXN-197723,2024-12-02,Alice Brown,285.05,Cancelled,North
TXN-197389,2024-12-18,John Doe,320.58,Pending,South
TXN-187327,2024-12-31,Elena Rodriguez,285.38,Cancelled,East
TXN-151085,2024-12-07,Charlie Davis,42.16,Completed,East
TXN-167822,2024-12-04,Jane Smith,18.91,Cancelled,East
TXN-151848,2024-12-13,Jane Smith,428.26,Cancelled,East
TXN-208488,2024-12-14,John Doe,58.08,Cancelled,South
TXN-066895,2024-12-02,John Doe,336.8,Pending,South
TXN-066941,2024-12-18,Sam Wilson,239.15,Completed,South
TXN-062433,2024-12-30,Elena Rodriguez,124.42,Pending,South
TXN-123752,2024-12-05,Bob Johnson,197.54,Pending,East
TXN-149602,2024-12-03,John Doe,174.37,Pending,East
TXN-052164,2024-12-27,Bob Johnson,243.34,Cancelled,West
TXN-184446,2024-12-20,Alice Brown,16.37,Completed,West
TXN-209891,2024-12-05,Charlie Davis,297.62,Pending,East
TXN-020599,2024-12-29,John Doe,234.17,Cancelled,South
TXN-090792,2024-12-16,Bob Johnson,136.38,Cancelled,North
TXN-071606,2024-12-05,Charlie Davis,307.08,Pending,South
TXN-039516,2024-12-19,Elena Rodriguez,462.66,Cancelled,East
TXN-065264,2024-12-24,Bob Johnson,101.07,Pending,North
TXN-048183,2024-12-29,Jane Smith,498.37,Pending,West
TXN-118974,2024-12-20,Alice Brown,366.44,Cancelled,East
TXN-012817,2024-12-09,Jane Smith,53.27,Pending,West
TXN-171096,2024-12-09,Sam Wilson,145.71,Completed,South
TXN-115400,2024-12-08,Charlie Davis,423.61,Cancelled,East
TXN-143319,2024-12-12,Sam Wilson,293.71,Pending,West
TXN-063208,2024-12-29,Sam Wilson,342.52,Completed,East
TXN-176436,2024-12-02,Elena Rodriguez,419.1,Cancelled,North
TXN-006298,2024-12-24,Jane Smith,253.02,Pending,East
TXN-164089,2024-12-07,Alice Brown,143.48,Completed,West
TXN-091538,2024-12-25,Sam Wilson,291.12,Pending,East
TXN-100320,2024-12-25,Charlie Davis,432.68,Cancelled,West
TXN-136398,2024-12-07,Bob Johnson,128.98,Cancelled,South
TXN-155741,2024-12-20,Sam Wilson,283.17,Pending,South
TXN-020768,2024-12-23,Elena Rodriguez,215.51,Completed,South
TXN-185238,2024-12-01,John Doe,387.25,Pending,South
TXN-169136,2024-12-21,Alice Brown,450.61,Pending,East
TXN-201273,2024-12-14,Alice Brown,163.68,Completed,North
TXN-137227,2024-12-19,Jane Smith,282.87,Completed,West
TXN-048121,2024-12-03,Jane Smith,188.24,Pending,North
TXN-124914,2024-12-24,Alice Brown,320.75,Cancelled,West
TXN-158488,2024-12-28,John Doe,91.28,Cancelled,South
TXN-044889,2024-12-13,John Doe,169.25,Cancelled,South
TXN-001791,2024-12-04,Charlie Davis,435.49,Pending,South
TXN-094334,2024-12-02,John Doe,458.19,Completed,South
TXN-135394,2024-12-30,Alice Brown,10.95,Cancelled,East
TXN-063842,2024-12-03,Bob Johnson,20.27,Cancelled,East
TXN-099331,2024-12-21,Elena Rodriguez,269.42,Cancelled,North
TXN-060286,2024-12-18,Alice Brown,492.78,Cancelled,East
TXN-034300,2024-12-19,Sam Wilson,313.01,Cancelled,West
TXN-024675,2024-12-24,Elena Rodriguez,336.96,Completed,South
TXN-158354,2024-12-16,John Doe,152.25,Completed,North
TXN-183156,2024-12-02,Jane Smith,184.51,Pending,North
TXN-067598,2024-12-14,John Doe,446.23,Pending,North
TXN-124721,2024-12-07,Elena Rodriguez,55.74,Completed,East
TXN-003256,2024-12-05,Charlie Davis,400.14,Cancelled,North
TXN-093339,2024-12-20,Bob Johnson,394.89,Cancelled,North
TXN-075233,2024-12-21,Sam Wilson,125.08,Cancelled,South
TXN-054152,2024-12-19,Jane Smith,359.28,Cancelled,East
TXN-097435,2024-12-05,Sam Wilson,122.27,Cancelled,South
TXN-184638,2024-12-27,Bob Johnson,40.81,Completed,North
TXN-169991,2024-12-09,Bob Johnson,446.25,Pending,West
TXN-161861,2024-12-29,Sam Wilson,334.59,Cancelled,South
TXN-118380,2024-12-16,Charlie Davis,64.64,Cancelled,North
TXN-052522,2024-12-19,Alice Brown,42.23,Cancelled,East
TXN-167741,2024-12-27,Alice Brown,328.95,Completed,East
TXN-011085,2024-12-14,Jane Smith,193.19,Completed,North
TXN-120910,2024-12-03,Bob Johnson,325.97,Cancelled,South
TXN-030091,2024-12-15,Jane Smith,309.35,Pending,East
TXN-199384,2024-12-24,Sam Wilson,179.19,Completed,West
TXN-119108,2024-12-10,Jane Smith,72.84,Cancelled,South
TXN-052555,2024-12-11,Jane Smith,131.05,Cancelled,North
TXN-096862,2024-12-02,Alice Brown,23.86,Pending,East
TXN-050540,2024-12-05,Alice Brown,154.66,Completed,South
TXN-112041,2024-12-28,John Doe,321.98,Pending,East
TXN-044742,2024-12-22,Bob Johnson,272.09,Completed,East
TXN-107723,2024-12-10,Alice Brown,412.18,Pending,South
TXN-021552,2024-12-15,Jane Smith,63.34,Cancelled,West
TXN-031432,2024-12-30,Alice Brown,163.64,Cancelled,East
TXN-082451,2024-12-13,Charlie Davis,301.47,Pending,West
TXN-029431,2024-12-31,John Doe,122.66,Pending,West
TXN-062185,2024-12-08,Alice Brown,44.84,Completed,West
TXN-056218,2024-12-11,Charlie Davis,173.01,Cancelled,East
TXN-150080,2024-12-29,John Doe,239.61,Cancelled,West
TXN-166183,2024-12-24,Jane Smith,324.3,Cancelled,South
TXN-011196,2024-12-25,John Doe,168.57,Pending,East
TXN-007453,2024-12-05,Bob Johnson,439.86,Cancelled,North
TXN-157640,2024-12-14,Bob Johnson,124.78,Completed,South
TXN-131200,2024-12-30,Alice Brown,101.34,Completed,South
TXN-111013,2024-12-27,Charlie Davis,368.91,Cancelled,North
TXN-190160,2024-12-27,John Doe,427.56,Completed,South
TXN-087609,2024-12-14,Bob Johnson,296.18,Pending,North
TXN-178542,2024-12-26,John Doe,73.1,Cancelled,East
TXN-026390,2024-12-01,Sam Wilson,489.79,Completed,North
TXN-086788,2024-12-29,Alice Brown,11.37,Cancelled,East
TXN-079157,2024-12-06,Jane Smith,243.09,Pending,East
TXN-000944,2024-12-25,Alice Brown,124.51,Pending,South
TXN-122027,2024-12-03,Sam Wilson,257.1,Completed,West
TXN-110172,2024-12-09,Elena Rodriguez,346.91,Pending,West
TXN-069866,2024-12-08,Elena Rodriguez,114.6,Pending,South
TXN-165491,2024-12-20,Alice Brown,394.86,Completed,East
TXN-193071,2024-12-31,Bob Johnson,359.53,Cancelled,South
TXN-036621,2024-12-08,John Doe,303.64,Pending,South
TXN-041694,2024-12-14,Alice Brown,381.64,Cancelled,West
TXN-092614,2024-12-06,Bob Johnson,386.14,Pending,West
TXN-035392,2024-12-05,Bob Johnson,60.37,Pending,West
TXN-131544,2024-12-06,Bob Johnson,186.59,Pending,East
TXN-088080,2024-12-09,Sam Wilson,45.41,Completed,South
TXN-182039,2024-12-31,John Doe,391.54,Cancelled,North
TXN-164055,2024-12-18,Jane Smith,189.23,Completed,North
TXN-108839,2024-12-30,Bob Johnson,395.18,Pending,East
TXN-002675,2024-12-02,John Doe,95.32,Pending,West
TXN-016285,2024-12-05,Bob Johnson,114.86,Cancelled,South
TXN-121148,2024-12-22,Sam Wilson,119.17,Pending,South
TXN-167265,2024-12-23,Bob Johnson,38.76,Pending,West
TXN-205382,2024-12-11,John Doe,213.69,Completed,South
TXN-077829,2024-12-04,Jane Smith,438.52,Completed,North
TXN-200510,2024-12-26,John Doe,120.4,Cancelled,East
TXN-175606,2024-12-30,Elena Rodriguez,240.49,Pending,North
TXN-016717,2024-12-18,Jane Smith,256.96,Completed,East
TXN-138419,2024-12-01,Elena Rodriguez,415.63,Cancelled,West
TXN-198595,2024-12-24,Bob Johnson,396.27,Cancelled,South
TXN-006500,2024-12-21,Alice Brown,447.91,Cancelled,South
TXN-029898,2024-12-08,Sam Wilson,196.24,Completed,East
TXN-031182,2024-12-29,Alice Brown,194.66,Completed,East
TXN-135881,2024-12-03,Elena Rodriguez,385.64,Cancelled,East
TXN-018395,2024-12-05,John Doe,253.54,Pending,West
TXN-031735,2024-12-18,Bob Johnson,310.16,Cancelled,South
TXN-164103,2024-12-13,Charlie Davis,68.0,Completed,South
TXN-140119,2024-12-07,Sam Wilson,325.97,Cancelled,North
TXN-164842,2024-12-29,Bob Johnson,448.45,Cancelled,West
TXN-030542,2024-12-28,Sam Wilson,161.06,Completed,North
TXN-054694,2024-12-20,Charlie Davis,431.35,Cancelled,East
TXN-098270,2024-12-14,Sam Wilson,132.5,Pending,West
TXN-129232,2024-12-20,Alice Brown,36.28,Completed,West
TXN-194592,2024-12-14,Elena Rodriguez,417.94,Completed,West
TXN-125941,2024-12-21,Jane Smith,74.54,Pending,South
TXN-075577,2024-12-10,Jane Smith,380.92,Completed,East
TXN-106676,2024-12-29,Bob Johnson,477.0,Pending,North
TXN-203299,2024-12-07,Sam Wilson,120.98,Cancelled,East
TXN-087835,2024-12-30,Sam Wilson,472.63,Cancelled,South
TXN-202204,2024-12-31,John Doe,387.24,Cancelled,East
TXN-085727,2024-12-03,Charlie Davis,13.63,Cancelled,South
TXN-016324,2024-12-14,Elena Rodriguez,206.88,Cancelled,East
TXN-191188,2024-12-15,Bob Johnson,464.5,Cancelled,North
TXN-120908,2024-12-23,Charlie Davis,117.95,Completed,West
TXN-042937,2024-12-22,Sam Wilson,65.54,Completed,West
TXN-059044,2024-12-14,Elena Rodriguez,54.64,Cancelled,East
TXN-119573,2024-12-01,Bob Johnson,379.91,Pending,East
TXN-189806,2024-12-15,Alice Brown,251.42,Cancelled,East
TXN-043797,2024-12-14,Elena Rodriguez,178.79,Completed,West
TXN-085352,2024-12-26,Bob Johnson,141.84,Pending,West
TXN-093872,2024-12-21,Sam Wilson,173.87,Pending,East
TXN-018864,2024-12-22,Alice Brown,174.29,Pending,South
TXN-001704,2024-12-12,Elena Rodriguez,306.56,Pending,West
TXN-083960,2024-12-10,Bob Johnson,333.6,Pending,East
TXN-000420,2024-12-24,Sam Wilson,419.55,Pending,South
TXN-138982,2024-12-23,Bob Johnson,99.7,Completed,West
TXN-177937,2024-12-05,Jane Smith,173.41,Cancelled,West
TXN-115760,2024-12-27,Elena Rodriguez,42.27,Cancelled,South
TXN-051566,2024-12-16,Sam Wilson,442.95,Completed,West
TXN-165320,2024-12-04,Elena Rodriguez,128.22,Completed,South
TXN-159096,2024-12-24,Sam Wilson,327.03,Cancelled,West
TXN-201037,2024-12-08,Alice Brown,194.3,Pending,West
TXN-042765,2024-12-06,Alice Brown,373.74,Pending,South
TXN-179832,2024-12-20,Charlie Davis,284.07,Cancelled,North
TXN-199561,2024-12-16,Charlie Davis,292.84,Pending,West
TXN-113685,2024-12-26,Elena Rodriguez,377.97,Cancelled,East
TXN-140520,2024-12-14,Sam Wilson,121.42,Pending,South
TXN-008059,2024-12-23,Alice Brown,137.59,Completed,North
TXN-131784,2024-12-07,Sam Wilson,425.93,Pending,East
TXN-087129,2024-12-28,Bob Johnson,281.37,Pending,East
TXN-053084,2024-12-15,Charlie Davis,489.7,Cancelled,West
TXN-010920,2024-12-05,Elena Rodriguez,120.83,Completed,North
TXN-041171,2024-12-09,Bob Johnson,369.97,Pending,South
TXN-057233,2024-12-16,John Doe,492.62,Cancelled,South
TXN-006943,2024-12-14,Sam Wilson,256.04,Pending,South
TXN-041743,2024-12-13,John Doe,66.14,Completed,West
TXN-057608,2024-12-29,Charlie Davis,75.49,Completed,South
TXN-167586,2024-12-13,John Doe,415.5,Cancelled,South
TXN-115842,2024-12-18,Sam Wilson,317.35,Pending,East
TXN-104015,2024-12-15,Sam Wilson,296.21,Pending,East
TXN-096716,2024-12-25,Alice Brown,201.78,Pending,South
TXN-137096,2024-12-26,Bob Johnson,190.51,Completed,South
TXN-047741,2024-12-28,Alice Brown,209.96,Completed,East
TXN-088873,2024-12-02,Alice Brown,187.49,Cancelled,North
TXN-073027,2024-12-27,Bob Johnson,266.27,Cancelled,West
TXN-188910,2024-12-20,Jane Smith,60.43,Pending,East
TXN-053295,2024-12-03,Jane Smith,328.38,Pending,North
TXN-090036,2024-12-16,Jane Smith,318.27,Completed,West
TXN-160721,2024-12-14,Bob Johnson,66.96,Completed,East
TXN-033654,2024-12-05,Bob Johnson,342.77,Completed,West
TXN-157335,2024-12-10,John Doe,172.2,Completed,East
TXN-206281,2024-12-09,Elena Rodriguez,440.19,Pending,East
TXN-097057,2024-12-09,John Doe,216.31,Completed,North
TXN-154977,2024-12-29,Bob Johnson,33.99,Pending,East
TXN-178609,2024-12-22,John Doe,203.67,Pending,West
TXN-151950,2024-12-31,Alice Brown,331.85,Completed,South
TXN-138966,2024-12-02,John Doe,242.5,Cancelled,South
TXN-005917,2024-12-28,Bob Johnson,189.52,Pending,East
TXN-078017,2024-12-24,Jane Smith,418.16,Cancelled,West
TXN-072010,2024-12-19,Jane Smith,195.72,Completed,West
TXN-013974,2024-12-24,Charlie Davis,283.01,Cancelled,North
TXN-209601,2024-12-11,John Doe,413.33,Completed,East
TXN-196431,2024-12-27,Charlie Davis,296.83,Completed,South
TXN-027580,2024-12-22,Sam Wilson,192.49,Pending,South
TXN-120262,2024-12-30,Bob Johnson,344.05,Completed,East
TXN-156667,2024-12-31,Charlie Davis,415.45,Pending,South
TXN-123217,2024-12-20,Sam Wilson,11.6,Cancelled,South
TXN-070565,2024-12-28,Elena Rodriguez,108.55,Completed,South
TXN-203460,2024-12-03,Alice Brown,260.58,Cancelled,West
TXN-089316,2024-12-16,John Doe,45.9,Completed,East
TXN-020152,2024-12-27,Elena Rodriguez,101.14,Pending,North
TXN-007740,2024-12-24,Bob Johnson,244.94,Completed,South
TXN-144057,2024-12-30,John Doe,109.07,Completed,North
TXN-119255,2024-12-21,Sam Wilson,124.11,Cancelled,South
TXN-179861,2024-12-04,Elena Rodriguez,192.41,Cancelled,West
TXN-203450,2024-12-31,Charlie Davis,399.7,Completed,North
TXN-187956,2024-12-30,Jane Smith,379.48,Cancelled,North
TXN-025744,2024-12-13,John Doe,365.48,Pending,West
TXN-180416,2024-12-25,Alice Brown,159.5,Pending,West
TXN-024241,2024-12-23,Bob Johnson,284.69,Pending,East
TXN-176072,2024-12-04,Jane Smith,362.23,Pending,North
TXN-120028,2024-12-09,Alice Brown,70.67,Pending,West
TXN-054884,2024-12-05,Jane Smith,443.29,Pending,North
TXN-046247,2024-12-15,Sam Wilson,32.94,Completed,North
TXN-071330,2024-12-15,Alice Brown,323.13,Pending,West
TXN-109093,2024-12-12,Jane Smith,255.97,Completed,North
TXN-045773,2024-12-20,Elena Rodriguez,497.72,Cancelled,West
TXN-146079,2024-12-05,Sam Wilson,453.36,Cancelled,West
TXN-086238,2024-12-23,Sam Wilson,235.18,Pending,East
TXN-028400,2024-12-28,Sam Wilson,417.41,Completed,East
TXN-123696,2024-12-24,Elena Rodriguez,48.69,Cancelled,West
TXN-038212,2024-12-11,Jane Smith,273.22,Completed,South
TXN-110641,2024-12-08,Charlie Davis,301.77,Completed,West
TXN-106356,2024-12-08,Alice Brown,363.66,Completed,East
TXN-104139,2024-12-18,Bob Johnson,413.66,Completed,West
TXN-181515,2024-12-29,Elena Rodriguez,210.61,Cancelled,South
TXN-152002,2024-12-16,Charlie Davis,118.97,Pending,West
TXN-100035,2024-12-14,Bob Johnson,60.89,Pending,North
TXN-136272,2024-12-04,John Doe,95.39,Cancelled,North
TXN-031454,2024-12-18,Charlie Davis,267.84,Cancelled,North
TXN-010344,2024-12-13,Bob Johnson,445.99,Pending,East
TXN-031943,2024-12-12,Elena Rodriguez,196.84,Pending,South
TXN-106632,2024-12-06,Bob Johnson,205.38,Completed,East
TXN-039218,2024-12-08,Elena Rodriguez,332.42,Completed,East
TXN-135295,2024-12-24,Jane Smith,287.48,Completed,North
TXN-207122,2024-12-13,Charlie Davis,275.51,Cancelled,North
TXN-182259,2024-12-05,Jane Smith,333.78,Cancelled,South
TXN-096378,2024-12-08,Bob Johnson,44.75,Cancelled,North
TXN-007618,2024-12-08,Jane Smith,119.41,Pending,North
TXN-193966,2024-12-22,Sam Wilson,457.03,Pending,East
TXN-027611,2024-12-11,Bob Johnson,440.21,Completed,West
TXN-049107,2024-12-04,Jane Smith,142.27,Cancelled,West
TXN-053560,2024-12-24,Charlie Davis,191.5,Pending,North
TXN-179144,2024-12-02,Charlie Davis,28.71,Pending,North
TXN-013743,2024-12-31,Elena Rodriguez,72.27,Pending,South
TXN-165363,2024-12-20,Bob Johnson,37.83,Completed,North
TXN-061582,2024-12-04,John Doe,408.91,Cancelled,North
TXN-195016,2024-12-20,Jane Smith,369.75,Cancelled,South
TXN-191133,2024-12-30,Elena Rodriguez,130.69,Completed,North
TXN-108663,2024-12-22,John Doe,267.1,Cancelled,North
TXN-072735,2024-12-06,Jane Smith,154.4,Cancelled,North
TXN-164416,2024-12-04,Elena Rodriguez,493.26,Pending,East
TXN-038042,2024-12-23,Sam Wilson,458.82,Pending,East
TXN-047722,2024-12-01,Jane Smith,455.06,Completed,North
TXN-064292,2024-12-28,Jane Smith,81.9,Completed,South
TXN-036122,2024-12-25,Elena Rodriguez,192.51,Pending,North
TXN-017768,2024-12-16,Alice Brown,254.91,Completed,South
TXN-079761,2024-12-16,Bob Johnson,179.78,Cancelled,North
TXN-033947,2024-12-28,Bob Johnson,129.15,Cancelled,East
TXN-078960,2024-12-25,Charlie Davis,32.8,Pending,East
TXN-031640,2024-12-25,Bob Johnson,255.55,Pending,East
TXN-003621,2024-12-27,Sam Wilson,116.03,Pending,West
TXN-114418,2024-12-13,Alice Brown,419.91,Cancelled,West
